loan_id,customer_id,product_type,effective_date,maturity_date,ead,pd_12m,origination_pd,lgd,days_past_due,forbearance_flag,remaining_months,recovery_cashflows,eir
1574,2574,personal_loan,2021-09-25,2026-09-24,36175,0.0354,0.0283,0.76,0,N,60,"[723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723]",0.08
1575,2575,auto_loan,2017-04-18,2021-04-17,41290,0.0282,0.024,0.46,0,N,48,"[825, 825, 825, 825, 825, 825, 825, 825, 825, 825, 825, 825, 825, 825, 825, 825, 825, 825, 825, 825, 825, 825, 825, 825, 825, 825, 825, 825, 825, 825, 825, 825, 825, 825, 825, 825, 825, 825, 825, 825, 825, 825, 825, 825, 825, 825, 825, 825]",0.05
1576,2576,auto_loan,2020-04-26,2026-04-25,23071,0.0244,0.0207,0.44,10,N,73,"[461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461, 461]",0.06
1577,2577,home_loan,2022-06-19,2046-06-13,496315,0.0125,0.0113,0.37,0,N,292,"[9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926, 9926]",0.06
1578,2578,auto_loan,2018-02-17,2022-02-16,28824,0.0327,0.0278,0.41,0,N,48,"[576, 576, 576, 576, 576, 576, 576, 576, 576, 576, 576, 576, 576, 576, 576, 576, 576, 576, 576, 576, 576, 576, 576, 576, 576, 576, 576, 576, 576, 576, 576, 576, 576, 576, 576, 576, 576, 576, 576, 576, 576, 576, 576, 576, 576, 576, 576, 576]",0.05
1579,2579,personal_loan,2018-11-09,2022-11-08,26048,0.0557,0.0446,0.7,30,N,48,"[520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520]",0.07
1580,2580,home_loan,2016-06-30,2036-06-25,249639,0.0088,0.0079,0.39,10,N,243,"[4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992, 4992]",0.05
1581,2581,personal_loan,2023-12-13,2027-12-12,47329,0.0372,0.0298,0.71,0,N,48,"[946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946]",0.06
1582,2582,auto_loan,2020-11-21,2026-11-20,13877,0.033,0.0281,0.42,0,N,73,"[277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277, 277]",0.06
1583,2583,personal_loan,2016-01-07,2020-01-06,10862,0.0806,0.0645,0.64,60,Y,48,"[217, 217, 217, 217, 217, 217, 217, 217, 217, 217, 217, 217, 217, 217, 217, 217, 217, 217, 217, 217, 217, 217, 217, 217, 217, 217, 217, 217, 217, 217, 217, 217, 217, 217, 217, 217, 217, 217, 217, 217, 217, 217, 217, 217, 217, 217, 217, 217]",0.07
1584,2584,home_loan,2021-10-30,2034-10-27,441992,0.0084,0.0076,0.37,10,N,158,"[8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839]",0.05
1585,2585,personal_loan,2022-01-14,2025-01-13,42626,0.0656,0.0525,0.67,30,N,36,"[852, 852, 852, 852, 852, 852, 852, 852, 852, 852, 852, 852, 852, 852, 852, 852, 852, 852, 852, 852, 852, 852, 852, 852, 852, 852, 852, 852, 852, 852, 852, 852, 852, 852, 852, 852]",0.09
1586,2586,home_loan,2023-09-14,2046-09-08,221750,0.0057,0.0051,0.39,10,N,279,"[4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435]",0.05
1587,2587,home_loan,2024-01-25,2044-01-20,380573,0.0179,0.0161,0.37,0,N,243,"[7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611, 7611]",0.04
1588,2588,home_loan,2024-04-27,2042-04-23,487284,0.0087,0.0078,0.43,0,N,219,"[9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745, 9745]",0.05
1589,2589,home_loan,2024-04-06,2045-04-01,479121,0.0121,0.0109,0.4,0,N,255,"[9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582, 9582]",0.06
1590,2590,home_loan,2023-07-09,2037-07-05,119555,0.0107,0.0096,0.45,0,N,170,"[2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391, 2391]",0.06
1591,2591,home_loan,2018-03-18,2043-03-12,191784,0.0073,0.0066,0.43,0,N,304,"[3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835, 3835]",0.05
1592,2592,personal_loan,2020-01-31,2021-01-30,32386,0.0952,0.0762,0.8,0,N,12,"[647, 647, 647, 647, 647, 647, 647, 647, 647, 647, 647, 647]",0.08
1593,2593,home_loan,2020-11-01,2032-10-29,192163,0.0179,0.0161,0.35,0,N,146,"[3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843, 3843]",0.05
1594,2594,home_loan,2016-10-13,2028-10-10,119052,0.0133,0.012,0.42,0,N,146,"[2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381]",0.05
1595,2595,auto_loan,2023-06-13,2026-06-12,36017,0.0466,0.0396,0.49,0,N,36,"[720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720]",0.06
1596,2596,personal_loan,2019-09-14,2023-09-13,37465,0.0818,0.0654,0.78,0,N,48,"[749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749, 749]",0.09
1597,2597,personal_loan,2022-12-27,2023-12-27,17210,0.0594,0.0475,0.72,0,N,12,"[344, 344, 344, 344, 344, 344, 344, 344, 344, 344, 344, 344]",0.06
